Student_ID,Name,Gender,Department,Year,Section,Email,Course_Code,Course_Name,Internal1,Internal2,Final,Total,Total_Classes,Attended_Classes,Attendance_Percentage,Activity_Type,Event_Name,Level,Points
S7185,Student_7185,F,ECE,2,C,student_7185@college.edu,EE202,Structural Analysis,17,22,34,73,20,15,75.0,Workshop,Sports Event 5,College,13
S7186,Student_7186,F,ECE,4,C,student_7186@college.edu,ME303,Structural Analysis,11,24,33,68,19,15,78.95,Cultural,Sports Event 2,State,13
S7187,Student_7187,M,ME,1,C,student_7187@college.edu,CS101,Intro to Programming,23,14,31,68,25,19,76.0,Hackathon,Dev Event 9,College,9
S7188,Student_7188,M,ECE,1,C,student_7188@college.edu,EE202,Thermodynamics,11,18,43,72,24,17,70.83,Cultural,Tech Event 8,National,10
S7189,Student_7189,F,CSE,3,C,student_7189@college.edu,ME303,Structural Analysis,23,17,48,88,23,18,78.26,Sports,Social Event 8,National,23
S7190,Student_7190,M,CSE,4,A,student_7190@college.edu,CS101,Thermodynamics,11,10,45,66,24,22,91.67,Cultural,Sports Event 1,National,8
S7191,Student_7191,M,EEE,2,C,student_7191@college.edu,EC404,Structural Analysis,11,25,42,78,21,14,66.67,Sports,Social Event 2,National,19
S7192,Student_7192,M,CIVIL,3,A,student_7192@college.edu,EC404,Intro to Programming,24,23,35,82,24,16,66.67,Cultural,Social Event 5,State,12
S7193,Student_7193,M,CSE,3,B,student_7193@college.edu,EC404,Digital Electronics,23,24,40,87,23,22,95.65,Hackathon,Social Event 3,College,20
S7194,Student_7194,M,EEE,4,C,student_7194@college.edu,EC404,Structural Analysis,22,15,30,67,19,14,73.68,Cultural,Tech Event 1,College,11
S7195,Student_7195,F,EEE,4,B,student_7195@college.edu,CE505,Digital Electronics,12,23,41,76,20,15,75.0,Volunteer,Tech Event 7,College,11
S7196,Student_7196,M,CIVIL,4,B,student_7196@college.edu,CS101,Structural Analysis,19,14,47,80,19,19,100.0,Cultural,Social Event 10,State,28
S7197,Student_7197,M,ECE,4,B,student_7197@college.edu,EC404,Digital Electronics,14,13,48,75,20,16,80.0,Hackathon,Tech Event 6,State,20
S7198,Student_7198,M,CSE,2,C,student_7198@college.edu,EC404,Digital Electronics,17,17,33,67,25,21,84.0,Workshop,Sports Event 9,National,19
S7199,Student_7199,F,EEE,1,C,student_7199@college.edu,CS101,Circuit Theory,20,16,40,76,20,15,75.0,Workshop,Dev Event 5,College,24
S7200,Student_7200,M,CIVIL,4,B,student_7200@college.edu,ME303,Digital Electronics,11,21,36,68,21,20,95.24,Hackathon,Tech Event 4,College,9
S7201,Student_7201,F,CIVIL,3,C,student_7201@college.edu,EC404,Structural Analysis,21,19,38,78,22,22,100.0,Hackathon,Dev Event 4,National,16
S7202,Student_7202,F,CIVIL,3,B,student_7202@college.edu,CE505,Intro to Programming,15,14,50,79,20,18,90.0,Sports,Arts Event 8,College,5
S7203,Student_7203,M,EEE,4,B,student_7203@college.edu,CE505,Digital Electronics,14,15,45,74,18,18,100.0,Volunteer,Dev Event 8,National,28
S7204,Student_7204,M,CSE,3,C,student_7204@college.edu,EE202,Thermodynamics,13,23,33,69,22,22,100.0,Sports,Dev Event 9,National,17
S7205,Student_7205,F,CSE,2,B,student_7205@college.edu,EC404,Structural Analysis,14,15,36,65,19,18,94.74,Sports,Sports Event 2,State,22
S7206,Student_7206,M,CSE,4,C,student_7206@college.edu,CE505,Thermodynamics,12,22,36,70,25,20,80.0,Cultural,Tech Event 3,National,27
S7207,Student_7207,M,CSE,1,B,student_7207@college.edu,CE505,Intro to Programming,12,15,46,73,23,17,73.91,Hackathon,Social Event 8,National,7
S7208,Student_7208,M,EEE,2,C,student_7208@college.edu,EE202,Thermodynamics,24,18,43,85,22,15,68.18,Sports,Sports Event 1,College,18
S7209,Student_7209,F,ME,3,B,student_7209@college.edu,CE505,Intro to Programming,16,25,35,76,18,13,72.22,Workshop,Sports Event 8,State,13
S7210,Student_7210,F,ECE,2,C,student_7210@college.edu,CS101,Thermodynamics,18,17,30,65,24,23,95.83,Sports,Sports Event 2,National,21
S7211,Student_7211,M,CIVIL,2,C,student_7211@college.edu,EC404,Digital Electronics,24,11,50,85,25,18,72.0,Cultural,Dev Event 8,College,29
S7212,Student_7212,M,CSE,4,B,student_7212@college.edu,CS101,Thermodynamics,23,14,48,85,20,16,80.0,Volunteer,Dev Event 3,College,24
S7213,Student_7213,M,CIVIL,3,B,student_7213@college.edu,EC404,Structural Analysis,17,19,34,70,21,20,95.24,Workshop,Arts Event 3,National,17
S7214,Student_7214,F,ECE,1,A,student_7214@college.edu,CE505,Thermodynamics,16,15,47,78,22,22,100.0,Volunteer,Social Event 5,College,16
S7215,Student_7215,F,CIVIL,2,B,student_7215@college.edu,EC404,Intro to Programming,24,16,43,83,22,22,100.0,Volunteer,Social Event 2,College,21
S7216,Student_7216,M,EEE,2,A,student_7216@college.edu,CS101,Thermodynamics,23,16,42,81,23,16,69.57,Workshop,Dev Event 2,State,18
S7217,Student_7217,M,ME,4,C,student_7217@college.edu,CS101,Intro to Programming,21,19,50,90,21,15,71.43,Hackathon,Social Event 9,National,24
S7218,Student_7218,F,CSE,2,C,student_7218@college.edu,EE202,Circuit Theory,23,18,48,89,18,15,83.33,Volunteer,Tech Event 9,College,8
S7219,Student_7219,F,CSE,2,C,student_7219@college.edu,EE202,Circuit Theory,17,14,45,76,20,14,70.0,Sports,Dev Event 2,State,28
S7220,Student_7220,F,ECE,2,B,student_7220@college.edu,ME303,Structural Analysis,10,15,38,63,23,20,86.96,Hackathon,Social Event 1,State,28
S7221,Student_7221,F,ECE,2,B,student_7221@college.edu,ME303,Digital Electronics,22,15,34,71,23,22,95.65,Volunteer,Arts Event 4,College,25
S7222,Student_7222,M,EEE,1,B,student_7222@college.edu,CS101,Structural Analysis,25,23,46,94,25,25,100.0,Sports,Social Event 3,National,5
S7223,Student_7223,F,ECE,3,A,student_7223@college.edu,CE505,Intro to Programming,25,17,42,84,24,17,70.83,Hackathon,Social Event 1,State,15
S7224,Student_7224,M,CIVIL,1,A,student_7224@college.edu,CS101,Thermodynamics,11,23,47,81,25,22,88.0,Cultural,Tech Event 3,College,5
S7225,Student_7225,F,CIVIL,2,A,student_7225@college.edu,EE202,Circuit Theory,11,10,37,58,23,16,69.57,Cultural,Arts Event 7,State,16
S7226,Student_7226,F,ME,4,B,student_7226@college.edu,CE505,Digital Electronics,17,25,47,89,23,21,91.3,Hackathon,Tech Event 8,State,22
S7227,Student_7227,M,CSE,2,C,student_7227@college.edu,EC404,Thermodynamics,21,13,43,77,25,18,72.0,Sports,Sports Event 1,National,14
S7228,Student_7228,F,ME,3,C,student_7228@college.edu,EE202,Thermodynamics,12,12,50,74,22,16,72.73,Sports,Tech Event 10,National,21
S7229,Student_7229,F,CSE,3,A,student_7229@college.edu,EC404,Intro to Programming,21,18,38,77,23,16,69.57,Cultural,Tech Event 6,State,21
S7230,Student_7230,F,ME,2,A,student_7230@college.edu,ME303,Digital Electronics,11,22,42,75,18,15,83.33,Hackathon,Tech Event 4,College,25
S7231,Student_7231,F,CSE,1,A,student_7231@college.edu,EC404,Thermodynamics,15,14,41,70,25,20,80.0,Hackathon,Tech Event 2,National,19
S7232,Student_7232,F,ME,1,A,student_7232@college.edu,EC404,Circuit Theory,22,17,45,84,25,18,72.0,Sports,Tech Event 3,National,21
S7233,Student_7233,M,ECE,4,C,student_7233@college.edu,EE202,Intro to Programming,23,25,50,98,19,18,94.74,Sports,Dev Event 1,State,26
S7234,Student_7234,M,EEE,4,A,student_7234@college.edu,CE505,Structural Analysis,10,22,36,68,23,17,73.91,Workshop,Dev Event 6,State,25
S7235,Student_7235,M,EEE,3,B,student_7235@college.edu,CE505,Intro to Programming,22,19,45,86,21,19,90.48,Cultural,Social Event 6,National,22
S7236,Student_7236,M,ECE,2,B,student_7236@college.edu,CE505,Thermodynamics,12,22,31,65,23,21,91.3,Cultural,Tech Event 8,National,22
S7237,Student_7237,M,ME,4,A,student_7237@college.edu,EC404,Circuit Theory,22,15,31,68,22,22,100.0,Cultural,Dev Event 5,National,29
S7238,Student_7238,F,CSE,3,A,student_7238@college.edu,ME303,Intro to Programming,15,19,36,70,18,16,88.89,Cultural,Arts Event 7,National,12
S7239,Student_7239,F,EEE,3,B,student_7239@college.edu,EE202,Circuit Theory,17,18,32,67,21,21,100.0,Workshop,Social Event 7,State,25
S7240,Student_7240,M,CSE,4,C,student_7240@college.edu,ME303,Circuit Theory,11,23,37,71,20,20,100.0,Workshop,Tech Event 2,College,25
S7241,Student_7241,M,CSE,1,B,student_7241@college.edu,EE202,Intro to Programming,14,25,43,82,25,24,96.0,Volunteer,Tech Event 10,National,19
S7242,Student_7242,F,ME,4,C,student_7242@college.edu,EE202,Structural Analysis,16,12,44,72,20,15,75.0,Workshop,Sports Event 4,National,22
S7243,Student_7243,M,CIVIL,2,B,student_7243@college.edu,ME303,Intro to Programming,21,20,42,83,18,18,100.0,Volunteer,Sports Event 6,College,18
S7244,Student_7244,F,ECE,3,C,student_7244@college.edu,ME303,Intro to Programming,11,22,31,64,21,17,80.95,Cultural,Dev Event 10,State,20
S7245,Student_7245,M,CSE,3,A,student_7245@college.edu,CE505,Thermodynamics,15,20,35,70,23,21,91.3,Workshop,Arts Event 1,College,12
S7246,Student_7246,F,ME,3,A,student_7246@college.edu,CS101,Intro to Programming,18,13,47,78,22,17,77.27,Volunteer,Social Event 3,College,14
S7247,Student_7247,M,CIVIL,1,C,student_7247@college.edu,EC404,Thermodynamics,19,18,37,74,24,21,87.5,Volunteer,Social Event 4,State,17
S7248,Student_7248,M,CSE,2,C,student_7248@college.edu,ME303,Circuit Theory,18,16,36,70,20,16,80.0,Workshop,Social Event 2,State,23
S7249,Student_7249,M,CIVIL,3,C,student_7249@college.edu,CE505,Thermodynamics,24,15,50,89,22,15,68.18,Workshop,Social Event 2,College,20
S7250,Student_7250,M,EEE,4,A,student_7250@college.edu,CE505,Intro to Programming,11,11,44,66,19,17,89.47,Volunteer,Social Event 8,State,28
S7251,Student_7251,M,ME,4,B,student_7251@college.edu,EE202,Intro to Programming,15,25,42,82,24,24,100.0,Workshop,Dev Event 4,State,16
S7252,Student_7252,M,CSE,1,A,student_7252@college.edu,CE505,Circuit Theory,23,25,39,87,20,15,75.0,Workshop,Arts Event 9,State,7
S7253,Student_7253,F,CSE,4,A,student_7253@college.edu,EE202,Circuit Theory,24,20,42,86,20,20,100.0,Volunteer,Arts Event 8,State,28
S7254,Student_7254,F,CSE,3,B,student_7254@college.edu,CS101,Circuit Theory,20,24,31,75,22,17,77.27,Cultural,Arts Event 4,National,27
S7255,Student_7255,M,EEE,1,C,student_7255@college.edu,CE505,Intro to Programming,18,24,35,77,21,17,80.95,Cultural,Dev Event 1,College,19
S7256,Student_7256,F,CIVIL,1,B,student_7256@college.edu,EC404,Digital Electronics,24,15,30,69,25,17,68.0,Sports,Social Event 7,College,16
S7257,Student_7257,M,CIVIL,1,B,student_7257@college.edu,CE505,Structural Analysis,16,25,32,73,25,24,96.0,Hackathon,Tech Event 2,National,28
S7258,Student_7258,F,CIVIL,3,B,student_7258@college.edu,EC404,Thermodynamics,14,15,48,77,22,15,68.18,Workshop,Sports Event 10,National,29
S7259,Student_7259,F,CIVIL,3,B,student_7259@college.edu,EC404,Digital Electronics,25,10,46,81,23,21,91.3,Sports,Social Event 9,National,11
S7260,Student_7260,M,CIVIL,4,C,student_7260@college.edu,EE202,Intro to Programming,18,24,49,91,23,23,100.0,Workshop,Tech Event 1,State,17
S7261,Student_7261,F,CSE,3,B,student_7261@college.edu,ME303,Intro to Programming,19,20,32,71,24,16,66.67,Sports,Dev Event 9,State,23
S7262,Student_7262,M,CIVIL,2,A,student_7262@college.edu,CE505,Structural Analysis,14,17,31,62,23,16,69.57,Workshop,Social Event 6,State,19
S7263,Student_7263,M,EEE,2,A,student_7263@college.edu,EE202,Thermodynamics,17,19,32,68,21,20,95.24,Cultural,Dev Event 8,National,17
S7264,Student_7264,F,CSE,1,A,student_7264@college.edu,CS101,Circuit Theory,13,11,44,68,18,15,83.33,Cultural,Arts Event 7,National,6
S7265,Student_7265,F,ECE,3,A,student_7265@college.edu,CE505,Intro to Programming,11,20,38,69,22,17,77.27,Hackathon,Arts Event 2,National,30
S7266,Student_7266,F,ECE,1,A,student_7266@college.edu,EC404,Digital Electronics,13,23,41,77,19,16,84.21,Workshop,Social Event 7,National,12
S7267,Student_7267,M,EEE,2,B,student_7267@college.edu,ME303,Thermodynamics,18,10,36,64,24,20,83.33,Volunteer,Tech Event 4,National,25
S7268,Student_7268,F,ME,4,A,student_7268@college.edu,CS101,Digital Electronics,14,10,38,62,18,16,88.89,Volunteer,Social Event 2,College,28
S7269,Student_7269,F,ME,2,A,student_7269@college.edu,CE505,Circuit Theory,12,24,47,83,22,20,90.91,Cultural,Tech Event 9,National,29
S7270,Student_7270,F,CIVIL,2,C,student_7270@college.edu,EC404,Intro to Programming,18,15,38,71,20,17,85.0,Sports,Tech Event 10,State,14
S7271,Student_7271,M,EEE,1,B,student_7271@college.edu,CE505,Thermodynamics,16,22,39,77,24,18,75.0,Sports,Sports Event 4,National,26
S7272,Student_7272,M,CIVIL,1,C,student_7272@college.edu,CE505,Structural Analysis,13,25,36,74,24,19,79.17,Sports,Arts Event 6,College,5
S7273,Student_7273,M,ECE,1,B,student_7273@college.edu,EC404,Circuit Theory,19,23,38,80,22,19,86.36,Sports,Tech Event 2,College,16
S7274,Student_7274,M,CIVIL,2,B,student_7274@college.edu,CS101,Intro to Programming,11,23,37,71,18,12,66.67,Cultural,Dev Event 5,State,24
S7275,Student_7275,F,ME,1,B,student_7275@college.edu,CE505,Thermodynamics,19,24,33,76,23,19,82.61,Cultural,Sports Event 6,College,17
S7276,Student_7276,M,EEE,3,B,student_7276@college.edu,EC404,Thermodynamics,25,23,47,95,25,20,80.0,Hackathon,Sports Event 2,National,6
S7277,Student_7277,M,ECE,4,C,student_7277@college.edu,EE202,Structural Analysis,16,20,30,66,21,17,80.95,Sports,Dev Event 9,College,28
S7278,Student_7278,M,ME,1,B,student_7278@college.edu,CE505,Intro to Programming,17,24,36,77,21,17,80.95,Hackathon,Sports Event 4,National,11
S7279,Student_7279,M,ME,3,C,student_7279@college.edu,ME303,Thermodynamics,15,18,31,64,20,17,85.0,Sports,Tech Event 3,National,9
S7280,Student_7280,F,ME,4,C,student_7280@college.edu,EC404,Digital Electronics,25,23,48,96,19,13,68.42,Hackathon,Arts Event 10,College,15
S7281,Student_7281,F,ECE,3,B,student_7281@college.edu,CE505,Circuit Theory,11,10,43,64,18,13,72.22,Cultural,Dev Event 10,National,13
S7282,Student_7282,M,ECE,4,C,student_7282@college.edu,CE505,Digital Electronics,17,15,40,72,18,14,77.78,Workshop,Dev Event 1,State,8
S7283,Student_7283,M,CSE,4,B,student_7283@college.edu,ME303,Circuit Theory,20,16,43,79,20,19,95.0,Sports,Dev Event 8,National,10
S7284,Student_7284,M,CIVIL,2,B,student_7284@college.edu,EE202,Digital Electronics,15,14,48,77,21,16,76.19,Hackathon,Tech Event 2,National,30
S7285,Student_7285,F,ECE,2,C,student_7285@college.edu,EE202,Structural Analysis,17,22,34,73,20,15,75.0,Workshop,Sports Event 5,College,13
S7286,Student_7286,F,ECE,4,C,student_7286@college.edu,ME303,Structural Analysis,11,24,33,68,19,15,78.95,Cultural,Sports Event 2,State,13
S7287,Student_7287,M,ME,1,C,student_7287@college.edu,CS101,Intro to Programming,23,14,31,68,25,19,76.0,Hackathon,Dev Event 9,College,9
S7288,Student_7288,M,ECE,1,C,student_7288@college.edu,EE202,Thermodynamics,11,18,43,72,24,17,70.83,Cultural,Tech Event 8,National,10
S7289,Student_7289,F,CSE,3,C,student_7289@college.edu,ME303,Structural Analysis,23,17,48,88,23,18,78.26,Sports,Social Event 8,National,23
S7290,Student_7290,M,CSE,4,A,student_7290@college.edu,CS101,Thermodynamics,11,10,45,66,24,22,91.67,Cultural,Sports Event 1,National,8
S7291,Student_7291,M,EEE,2,C,student_7291@college.edu,EC404,Structural Analysis,11,25,42,78,21,14,66.67,Sports,Social Event 2,National,19
S7292,Student_7292,M,CIVIL,3,A,student_7292@college.edu,EC404,Intro to Programming,24,23,35,82,24,16,66.67,Cultural,Social Event 5,State,12
S7293,Student_7293,M,CSE,3,B,student_7293@college.edu,EC404,Digital Electronics,23,24,40,87,23,22,95.65,Hackathon,Social Event 3,College,20
S7294,Student_7294,M,EEE,4,C,student_7294@college.edu,EC404,Structural Analysis,22,15,30,67,19,14,73.68,Cultural,Tech Event 1,College,11
S7295,Student_7295,F,EEE,4,B,student_7295@college.edu,CE505,Digital Electronics,12,23,41,76,20,15,75.0,Volunteer,Tech Event 7,College,11
S7296,Student_7296,M,CIVIL,4,B,student_7296@college.edu,CS101,Structural Analysis,19,14,47,80,19,19,100.0,Cultural,Social Event 10,State,28
S7297,Student_7297,M,ECE,4,B,student_7297@college.edu,EC404,Digital Electronics,14,13,48,75,20,16,80.0,Hackathon,Tech Event 6,State,20
S7298,Student_7298,M,CSE,2,C,student_7298@college.edu,EC404,Digital Electronics,17,17,33,67,25,21,84.0,Workshop,Sports Event 9,National,19
S7299,Student_7299,F,EEE,1,C,student_7299@college.edu,CS101,Circuit Theory,20,16,40,76,20,15,75.0,Workshop,Dev Event 5,College,24
S7300,Student_7300,M,CIVIL,4,B,student_7300@college.edu,ME303,Digital Electronics,11,21,36,68,21,20,95.24,Hackathon,Tech Event 4,College,9
S7301,Student_7301,F,CIVIL,3,C,student_7301@college.edu,EC404,Structural Analysis,21,19,38,78,22,22,100.0,Hackathon,Dev Event 4,National,16
S7302,Student_7302,F,CIVIL,3,B,student_7302@college.edu,CE505,Intro to Programming,15,14,50,79,20,18,90.0,Sports,Arts Event 8,College,5
S7303,Student_7303,M,EEE,4,B,student_7303@college.edu,CE505,Digital Electronics,14,15,45,74,18,18,100.0,Volunteer,Dev Event 8,National,28
S7304,Student_7304,M,CSE,3,C,student_7304@college.edu,EE202,Thermodynamics,13,23,33,69,22,22,100.0,Sports,Dev Event 9,National,17
S7305,Student_7305,F,CSE,2,B,student_7305@college.edu,EC404,Structural Analysis,14,15,36,65,19,18,94.74,Sports,Sports Event 2,State,22
S7306,Student_7306,M,CSE,4,C,student_7306@college.edu,CE505,Thermodynamics,12,22,36,70,25,20,80.0,Cultural,Tech Event 3,National,27
S7307,Student_7307,M,CSE,1,B,student_7307@college.edu,CE505,Intro to Programming,12,15,46,73,23,17,73.91,Hackathon,Social Event 8,National,7
S7308,Student_7308,M,EEE,2,C,student_7308@college.edu,EE202,Thermodynamics,24,18,43,85,22,15,68.18,Sports,Sports Event 1,College,18
S7309,Student_7309,F,ME,3,B,student_7309@college.edu,CE505,Intro to Programming,16,25,35,76,18,13,72.22,Workshop,Sports Event 8,State,13
S7310,Student_7310,F,ECE,2,C,student_7310@college.edu,CS101,Thermodynamics,18,17,30,65,24,23,95.83,Sports,Sports Event 2,National,21
S7311,Student_7311,M,CIVIL,2,C,student_7311@college.edu,EC404,Digital Electronics,24,11,50,85,25,18,72.0,Cultural,Dev Event 8,College,29
S7312,Student_7312,M,CSE,4,B,student_7312@college.edu,CS101,Thermodynamics,23,14,48,85,20,16,80.0,Volunteer,Dev Event 3,College,24
S7313,Student_7313,M,CIVIL,3,B,student_7313@college.edu,EC404,Structural Analysis,17,19,34,70,21,20,95.24,Workshop,Arts Event 3,National,17
S7314,Student_7314,F,ECE,1,A,student_7314@college.edu,CE505,Thermodynamics,16,15,47,78,22,22,100.0,Volunteer,Social Event 5,College,16
S7315,Student_7315,F,CIVIL,2,B,student_7315@college.edu,EC404,Intro to Programming,24,16,43,83,22,22,100.0,Volunteer,Social Event 2,College,21
S7316,Student_7316,M,EEE,2,A,student_7316@college.edu,CS101,Thermodynamics,23,16,42,81,23,16,69.57,Workshop,Dev Event 2,State,18
S7317,Student_7317,M,ME,4,C,student_7317@college.edu,CS101,Intro to Programming,21,19,50,90,21,15,71.43,Hackathon,Social Event 9,National,24
S7318,Student_7318,F,CSE,2,C,student_7318@college.edu,EE202,Circuit Theory,23,18,48,89,18,15,83.33,Volunteer,Tech Event 9,College,8
S7319,Student_7319,F,CSE,2,C,student_7319@college.edu,EE202,Circuit Theory,17,14,45,76,20,14,70.0,Sports,Dev Event 2,State,28
S7320,Student_7320,F,ECE,2,B,student_7320@college.edu,ME303,Structural Analysis,10,15,38,63,23,20,86.96,Hackathon,Social Event 1,State,28
S7321,Student_7321,F,ECE,2,B,student_7321@college.edu,ME303,Digital Electronics,22,15,34,71,23,22,95.65,Volunteer,Arts Event 4,College,25
S7322,Student_7322,M,EEE,1,B,student_7322@college.edu,CS101,Structural Analysis,25,23,46,94,25,25,100.0,Sports,Social Event 3,National,5
S7323,Student_7323,F,ECE,3,A,student_7323@college.edu,CE505,Intro to Programming,25,17,42,84,24,17,70.83,Hackathon,Social Event 1,State,15
S7324,Student_7324,M,CIVIL,1,A,student_7324@college.edu,CS101,Thermodynamics,11,23,47,81,25,22,88.0,Cultural,Tech Event 3,College,5
S7325,Student_7325,F,CIVIL,2,A,student_7325@college.edu,EE202,Circuit Theory,11,10,37,58,23,16,69.57,Cultural,Arts Event 7,State,16
S7326,Student_7326,F,ME,4,B,student_7326@college.edu,CE505,Digital Electronics,17,25,47,89,23,21,91.3,Hackathon,Tech Event 8,State,22
S7327,Student_7327,M,CSE,2,C,student_7327@college.edu,EC404,Thermodynamics,21,13,43,77,25,18,72.0,Sports,Sports Event 1,National,14
S7328,Student_7328,F,ME,3,C,student_7328@college.edu,EE202,Thermodynamics,12,12,50,74,22,16,72.73,Sports,Tech Event 10,National,21
S7329,Student_7329,F,CSE,3,A,student_7329@college.edu,EC404,Intro to Programming,21,18,38,77,23,16,69.57,Cultural,Tech Event 6,State,21
S7330,Student_7330,F,ME,2,A,student_7330@college.edu,ME303,Digital Electronics,11,22,42,75,18,15,83.33,Hackathon,Tech Event 4,College,25
S7331,Student_7331,F,CSE,1,A,student_7331@college.edu,EC404,Thermodynamics,15,14,41,70,25,20,80.0,Hackathon,Tech Event 2,National,19
S7332,Student_7332,F,ME,1,A,student_7332@college.edu,EC404,Circuit Theory,22,17,45,84,25,18,72.0,Sports,Tech Event 3,National,21
S7333,Student_7333,M,ECE,4,C,student_7333@college.edu,EE202,Intro to Programming,23,25,50,98,19,18,94.74,Sports,Dev Event 1,State,26
S7334,Student_7334,M,EEE,4,A,student_7334@college.edu,CE505,Structural Analysis,10,22,36,68,23,17,73.91,Workshop,Dev Event 6,State,25
S7335,Student_7335,M,EEE,3,B,student_7335@college.edu,CE505,Intro to Programming,22,19,45,86,21,19,90.48,Cultural,Social Event 6,National,22
S7336,Student_7336,M,ECE,2,B,student_7336@college.edu,CE505,Thermodynamics,12,22,31,65,23,21,91.3,Cultural,Tech Event 8,National,22
S7337,Student_7337,M,ME,4,A,student_7337@college.edu,EC404,Circuit Theory,22,15,31,68,22,22,100.0,Cultural,Dev Event 5,National,29
S7338,Student_7338,F,CSE,3,A,student_7338@college.edu,ME303,Intro to Programming,15,19,36,70,18,16,88.89,Cultural,Arts Event 7,National,12
S7339,Student_7339,F,EEE,3,B,student_7339@college.edu,EE202,Circuit Theory,17,18,32,67,21,21,100.0,Workshop,Social Event 7,State,25
S7340,Student_7340,M,CSE,4,C,student_7340@college.edu,ME303,Circuit Theory,11,23,37,71,20,20,100.0,Workshop,Tech Event 2,College,25
S7341,Student_7341,M,CSE,1,B,student_7341@college.edu,EE202,Intro to Programming,14,25,43,82,25,24,96.0,Volunteer,Tech Event 10,National,19
S7342,Student_7342,F,ME,4,C,student_7342@college.edu,EE202,Structural Analysis,16,12,44,72,20,15,75.0,Workshop,Sports Event 4,National,22
S7343,Student_7343,M,CIVIL,2,B,student_7343@college.edu,ME303,Intro to Programming,21,20,42,83,18,18,100.0,Volunteer,Sports Event 6,College,18
S7344,Student_7344,F,ECE,3,C,student_7344@college.edu,ME303,Intro to Programming,11,22,31,64,21,17,80.95,Cultural,Dev Event 10,State,20
S7345,Student_7345,M,CSE,3,A,student_7345@college.edu,CE505,Thermodynamics,15,20,35,70,23,21,91.3,Workshop,Arts Event 1,College,12
S7346,Student_7346,F,ME,3,A,student_7346@college.edu,CS101,Intro to Programming,18,13,47,78,22,17,77.27,Volunteer,Social Event 3,College,14
S7347,Student_7347,M,CIVIL,1,C,student_7347@college.edu,EC404,Thermodynamics,19,18,37,74,24,21,87.5,Volunteer,Social Event 4,State,17
S7348,Student_7348,M,CSE,2,C,student_7348@college.edu,ME303,Circuit Theory,18,16,36,70,20,16,80.0,Workshop,Social Event 2,State,23
S7349,Student_7349,M,CIVIL,3,C,student_7349@college.edu,CE505,Thermodynamics,24,15,50,89,22,15,68.18,Workshop,Social Event 2,College,20
S7350,Student_7350,M,EEE,4,A,student_7350@college.edu,CE505,Intro to Programming,11,11,44,66,19,17,89.47,Volunteer,Social Event 8,State,28
S7351,Student_7351,M,ME,4,B,student_7351@college.edu,EE202,Intro to Programming,15,25,42,82,24,24,100.0,Workshop,Dev Event 4,State,16
S7352,Student_7352,M,CSE,1,A,student_7352@college.edu,CE505,Circuit Theory,23,25,39,87,20,15,75.0,Workshop,Arts Event 9,State,7
S7353,Student_7353,F,CSE,4,A,student_7353@college.edu,EE202,Circuit Theory,24,20,42,86,20,20,100.0,Volunteer,Arts Event 8,State,28
S7354,Student_7354,F,CSE,3,B,student_7354@college.edu,CS101,Circuit Theory,20,24,31,75,22,17,77.27,Cultural,Arts Event 4,National,27
S7355,Student_7355,M,EEE,1,C,student_7355@college.edu,CE505,Intro to Programming,18,24,35,77,21,17,80.95,Cultural,Dev Event 1,College,19
S7356,Student_7356,F,CIVIL,1,B,student_7356@college.edu,EC404,Digital Electronics,24,15,30,69,25,17,68.0,Sports,Social Event 7,College,16
S7357,Student_7357,M,CIVIL,1,B,student_7357@college.edu,CE505,Structural Analysis,16,25,32,73,25,24,96.0,Hackathon,Tech Event 2,National,28
S7358,Student_7358,F,CIVIL,3,B,student_7358@college.edu,EC404,Thermodynamics,14,15,48,77,22,15,68.18,Workshop,Sports Event 10,National,29
S7359,Student_7359,F,CIVIL,3,B,student_7359@college.edu,EC404,Digital Electronics,25,10,46,81,23,21,91.3,Sports,Social Event 9,National,11
S7360,Student_7360,M,CIVIL,4,C,student_7360@college.edu,EE202,Intro to Programming,18,24,49,91,23,23,100.0,Workshop,Tech Event 1,State,17
S7361,Student_7361,F,CSE,3,B,student_7361@college.edu,ME303,Intro to Programming,19,20,32,71,24,16,66.67,Sports,Dev Event 9,State,23
S7362,Student_7362,M,CIVIL,2,A,student_7362@college.edu,CE505,Structural Analysis,14,17,31,62,23,16,69.57,Workshop,Social Event 6,State,19
S7363,Student_7363,M,EEE,2,A,student_7363@college.edu,EE202,Thermodynamics,17,19,32,68,21,20,95.24,Cultural,Dev Event 8,National,17
S7364,Student_7364,F,CSE,1,A,student_7364@college.edu,CS101,Circuit Theory,13,11,44,68,18,15,83.33,Cultural,Arts Event 7,National,6
S7365,Student_7365,F,ECE,3,A,student_7365@college.edu,CE505,Intro to Programming,11,20,38,69,22,17,77.27,Hackathon,Arts Event 2,National,30
S7366,Student_7366,F,ECE,1,A,student_7366@college.edu,EC404,Digital Electronics,13,23,41,77,19,16,84.21,Workshop,Social Event 7,National,12
S7367,Student_7367,M,EEE,2,B,student_7367@college.edu,ME303,Thermodynamics,18,10,36,64,24,20,83.33,Volunteer,Tech Event 4,National,25
S7368,Student_7368,F,ME,4,A,student_7368@college.edu,CS101,Digital Electronics,14,10,38,62,18,16,88.89,Volunteer,Social Event 2,College,28
